date,SHOW,LIFT,SWET,KINX,VTOT,CAPE,CINS,CINV,EQLV,EQTV,LFCT,LFCV,BRCH,LCLT,LCLP,MLTH,THTK,PWAT,sin_month,cos_month,WS850,WDsin850,WDcos850,WS700,WS200,VWS,VWS_lo,RF_phuket,RF_krabi,RF_phangnga,year,month
2011-09-27,1.5,-2.31,233.79,35.3,21.3,732.7,-3.36,-1.12,208.47,208.04,920.81,933.78,65.79,294.25,946.27,298.94,5741.0,59.36,-1.0,-0.0,11.607,-0.9994,0.0345,9.413,12.107,23.713,8.355,0.0,0.0,0.0,2011,9
2012-01-16,0.32,-2.48,208.41,36.8,22.1,1246.39,-7.33,-5.07,144.1,143.58,902.71,915.55,51.91,295.83,969.36,298.49,5774.0,61.9,0.5,0.866,2.484,-0.6441,-0.7649,1.97,4.518,4.254,2.907,4.304193778087719,6.578423544624503,1.1829880385726927,2012,1
2012-01-18,-0.16,-3.4,203.59,38.5,23.5,1694.13,-5.48,-2.19,130.44,130.38,886.72,927.36,803.77,295.89,961.99,299.2,5778.0,62.65,0.5,0.866,0.86,-0.5814,-0.814,2.602,5.557,5.701,3.864,7.193304134076542,7.455563874122553,10.369481639582135,2012,1
2012-02-17,-4.29,-5.74,258.41,42.4,24.7,2885.41,-1.0,-1.2,122.55,122.59,937.6,937.57,887.26,297.19,978.12,299.09,5783.0,69.87,0.866,0.5,7.697,0.9094,-0.4157,5.292,12.532,6.259,5.622,15.170333959932039,15.663433117794705,2.5278141990840197,2012,2
2012-02-18,-0.28,-0.44,204.01,37.0,23.5,79.38,-107.3,-92.84,360.19,354.78,744.14,758.53,38.9,293.06,949.24,297.49,5757.0,55.78,0.866,0.5,1.221,0.819,0.5733,4.23,15.121,14.799,4.205,6.796345753100311,4.9034265806113755,0.46113108744047915,2012,2
2012-02-19,-0.39,-0.73,206.18,37.2,23.1,134.1,-59.38,-54.19,416.14,418.27,791.78,800.05,33.96,293.39,959.56,296.9,5746.0,59.23,0.866,0.5,6.135,0.9454,0.326,4.817,10.538,9.473,1.265,11.211531086663452,2.484459132174097,11.141812595261765,2012,2
2012-02-20,-0.51,-3.42,213.59,36.8,22.1,1447.53,-0.16,-0.02,153.27,153.19,949.14,953.44,187.2,295.57,970.04,298.17,5754.0,60.87,0.866,0.5,5.557,0.8638,0.5039,2.625,10.539,11.643,5.247,5.2064229258999575,3.29476327032543,0.4326528492002074,2012,2
2012-02-21,1.76,-1.6,192.01,25.4,22.9,469.56,-44.61,-27.27,169.45,167.47,813.15,856.33,4.39,294.32,953.4,298.39,5775.0,48.61,0.866,0.5,4.4,1.0,-0.0,4.73,12.51,10.771,6.129,0.46075224522435787,0.0,0.0,2012,2
2012-02-22,1.3,-2.37,207.18,26.4,23.3,1130.49,-111.59,-18.41,144.49,144.5,682.66,850.96,117.59,294.28,929.39,300.52,5794.0,46.96,0.866,0.5,5.263,0.969,0.247,5.371,9.231,8.438,8.596,0.0,0.0,1.4398204610380982,2012,2
2012-02-23,2.59,-0.81,191.6,26.1,24.3,96.75,-263.8,-152.54,275.3,273.16,526.89,543.96,11.84,292.51,919.1,299.66,5786.0,44.16,0.866,0.5,6.218,0.8845,-0.4664,7.539,9.314,3.536,3.202,0.0,0.0,0.0,2012,2
2012-02-24,-1.83,-4.74,235.97,39.4,23.7,2711.71,0.0,0.0,116.45,116.16,964.49,966.03,131.56,297.36,975.8,299.47,5784.0,62.19,0.866,0.5,3.722,0.9941,-0.1075,2.452,10.242,6.736,10.856,7.424832255182229,0.8821712993616561,0.30597139167031046,2012,2
2012-02-26,4.1,-2.94,171.81,20.5,25.1,818.68,-54.83,-32.26,177.19,175.65,812.33,829.95,27.69,294.77,946.31,299.47,5784.0,49.24,0.866,0.5,5.532,0.7592,-0.6508,8.86,9.231,3.891,8.591,36.54297423122829,2.9351900867893193,0.5886353437833459,2012,2
2012-02-28,0.33,-1.85,221.59,26.9,22.1,1152.33,-16.34,-11.49,141.83,141.68,881.19,892.7,7787.62,294.42,938.54,299.82,5771.0,49.27,0.866,0.5,3.766,0.9825,-0.1859,3.048,2.648,1.118,6.239,0.0,0.0,0.0,2012,2
2012-02-29,2.01,-2.22,189.59,31.3,23.5,704.32,-32.8,-18.14,181.45,181.4,824.8,875.53,1.88,294.19,943.06,299.18,5754.0,50.8,0.866,0.5,1.513,0.9914,0.1322,6.612,9.69,9.192,5.77,0.0,0.0,0.0,2012,2
2012-03-01,-2.45,-3.97,214.41,25.1,24.9,991.77,-56.33,-12.93,191.22,190.77,738.56,880.57,518.12,294.71,944.17,299.6,5763.0,46.71,1.0,0.0,6.612,0.9982,-0.0605,8.367,9.831,6.703,3.734,0.0,0.0,0.0,2012,3
2012-03-03,1.94,-1.42,217.39,31.1,23.9,756.26,-89.85,-46.6,144.43,144.37,755.49,777.87,178.75,294.0,934.43,299.76,5784.0,50.12,1.0,0.0,6.412,0.9981,-0.0624,9.92,5.903,2.46,5.415,6.25673701872061,0.0,0.8485995310555037,2012,3
2012-03-04,-0.86,-0.98,234.4,32.3,23.1,184.37,-79.86,-65.97,285.39,285.14,757.66,764.51,10.95,294.68,969.99,297.27,5777.0,58.54,1.0,0.0,5.977,0.9537,-0.3012,6.03,10.993,5.054,4.438,5.271866091096156,3.571133079003302,1.0595493511527914,2012,3
2012-03-05,1.28,-0.29,190.01,33.9,22.9,35.65,-159.5,-114.61,377.78,376.95,599.82,616.92,3.41,292.75,933.62,298.57,5778.0,53.23,1.0,0.0,4.258,0.9864,0.1644,6.701,14.368,10.689,1.005,8.097285517156989,0.1270680170638704,4.278070368254545,2012,3
2012-03-06,-1.36,-3.22,233.61,40.0,22.7,2035.22,-6.58,-4.57,114.99,114.83,905.4,924.39,457.66,296.41,965.5,299.41,5777.0,63.09,1.0,0.0,0.316,-0.3165,0.9493,1.4,16.042,16.305,3.324,14.1683617366711,2.8309377012257992,0.4731710581097395,2012,3
2012-03-08,1.5,-0.93,213.01,32.0,21.9,159.09,-38.25,-31.42,311.28,309.66,857.1,866.24,17.25,293.47,935.27,299.15,5773.0,54.72,1.0,0.0,1.077,0.9285,-0.3714,5.316,17.333,16.256,10.377,11.231693360850098,0.4010053722582325,15.202087151475178,2012,3
2012-03-09,0.02,-1.59,218.0,33.9,23.3,328.83,-29.9,-19.17,210.45,210.23,826.91,836.43,42.64,294.45,960.49,297.88,5774.0,59.1,1.0,0.0,2.138,-0.9822,-0.1871,3.4,15.78,17.682,10.466,10.621493128003575,6.588623725413442,15.563395543285143,2012,3
2012-03-10,-0.41,-2.75,241.81,38.0,21.7,1048.55,-14.81,-11.85,177.09,176.9,905.5,906.59,30.65,295.02,949.37,299.45,5772.0,63.77,1.0,0.0,3.517,0.2559,-0.9667,6.174,15.17,13.222,9.59,1.5001568692651326,11.95636878269749,0.5122640787401181,2012,3
2012-03-12,1.59,-0.02,247.99,29.1,23.1,133.46,-125.28,-94.26,323.58,317.12,739.14,781.28,10.35,293.19,936.61,298.74,5771.0,47.02,1.0,0.0,10.439,0.9867,-0.1629,4.535,20.957,11.14,3.102,4.263371200010032,5.096044757425578,7.810319808476478,2012,3
2012-03-13,-1.78,-3.18,256.61,37.6,23.7,1008.01,-21.99,-21.79,171.38,170.27,869.78,877.49,44.87,295.15,962.73,298.4,5766.0,55.76,1.0,0.0,7.642,0.9945,-0.1047,7.912,14.025,6.485,3.912,9.809368154041472,1.6325434123395244,0.0,2012,3
2012-03-14,0.26,-3.16,184.98,32.4,24.9,952.29,-60.37,-36.94,147.4,147.32,816.83,842.11,489.2,293.91,933.1,299.8,5772.0,49.61,1.0,0.0,4.804,0.9992,-0.0416,6.601,9.884,5.873,3.956,5.323264058934918,15.525627958805066,5.151255922698631,2012,3
2012-03-15,-1.18,-0.6,199.99,31.5,24.5,21.61,-179.06,-141.67,479.39,476.53,703.13,719.63,2.56,291.56,920.82,298.54,5757.0,45.27,1.0,0.0,4.464,0.9633,0.2688,3.106,9.443,6.671,2.927,0.0,0.0,1.8865002113447602,2012,3
2012-03-16,-2.17,-6.82,198.41,25.7,25.5,2694.08,-2.2,-1.38,126.13,126.1,935.0,939.54,1509.95,296.48,956.76,300.26,5767.0,51.63,1.0,0.0,3.206,0.9981,0.0624,6.754,11.927,9.082,3.501,0.575909948378712,0.5590771405837996,5.172648212507021,2012,3
2012-03-17,-2.26,-5.99,210.2,33.7,25.1,2260.2,-18.07,-12.14,130.18,130.14,892.43,903.81,1584.39,295.86,950.88,300.17,5764.0,53.51,1.0,0.0,2.081,0.8169,0.5766,2.47,17.007,17.363,5.315,3.0756121868175588,1.3687777453044554,12.07505299361122,2012,3
2012-03-18,0.86,-3.66,175.0,34.1,24.3,1691.65,-26.12,-14.11,133.95,134.04,841.06,866.61,566.68,295.25,950.28,299.59,5761.0,56.2,1.0,0.0,4.785,0.4389,0.8986,3.362,8.756,12.8,7.463,0.0,0.0,0.0,2012,3
2012-03-19,-1.68,-5.43,209.18,36.3,23.3,3048.47,-1.38,-0.81,134.39,134.32,941.65,945.31,196.29,296.69,958.77,300.29,5764.0,59.83,1.0,0.0,2.508,0.9171,0.3987,2.159,15.148,14.969,6.794,2.904042070384593,1.410236797898681,9.879724784277398,2012,3
2012-03-20,0.19,-4.25,190.98,31.3,24.3,1784.22,-11.62,-7.28,141.11,141.08,877.69,906.89,156.02,295.51,953.95,299.53,5762.0,49.49,1.0,0.0,2.419,0.124,-0.9921,2.751,10.599,8.353,8.668,0.0,0.0,0.0,2012,3
2012-03-21,13.94,0.59,38.01,9.9,25.3,1.74,-219.44,-109.37,617.71,471.9,635.73,726.86,0.3,291.33,915.04,298.83,5765.0,31.96,1.0,0.0,0.583,0.5146,-0.8577,2.04,6.103,5.576,8.065,0.0,0.0,0.0,2012,3
2012-03-22,10.7,-0.42,23.99,7.7,25.1,67.53,-165.37,-76.33,332.69,331.15,677.88,802.01,1.52,292.89,935.19,298.56,5755.0,31.86,1.0,0.0,3.106,-0.8371,0.5473,2.53,10.279,13.297,2.2,0.0,0.0,0.0,2012,3
2012-03-23,14.7,2.87,29.0,-2.3,22.1,52.82,-125.88,-65.0,325.0,324.56,790.51,809.27,9.98,292.43,928.13,298.75,5767.0,32.73,1.0,0.0,1.253,-0.4789,-0.8779,2.927,15.565,15.639,5.801,7.095110028346979,0.0,0.0,2012,3
2012-03-24,3.23,0.74,186.99,14.1,23.1,6.15,-127.09,-94.6,380.65,374.33,787.61,801.86,0.55,291.66,916.27,299.06,5766.0,37.93,1.0,0.0,4.272,0.3511,-0.9363,5.449,20.602,17.117,7.401,0.0,0.0,0.0,2012,3
2012-03-26,-1.17,-3.59,196.6,36.7,25.1,882.91,-79.56,-50.2,174.98,174.93,755.41,821.55,609.88,294.13,935.06,299.85,5775.0,53.46,1.0,0.0,3.574,0.9513,0.3078,5.814,1.98,5.412,0.707,3.236191708317328,5.797412204178991,3.6325097617465167,2012,3
2012-03-27,-2.28,-4.93,210.18,34.4,24.3,1706.81,-15.32,-12.14,154.3,154.27,891.83,900.63,156.65,295.83,964.99,298.89,5754.0,62.23,1.0,0.0,5.204,0.9992,0.0384,7.783,5.608,2.3,2.668,0.0,0.0,7.134309695894445,2012,3
2012-03-28,0.22,-3.4,219.6,34.6,23.3,1487.81,-19.64,-12.13,163.07,162.59,877.85,900.6,2218.88,295.33,953.48,299.39,5764.0,53.51,1.0,0.0,7.131,0.9676,0.2524,9.657,7.393,5.523,0.632,0.0,1.71989277308354,0.0,2012,3
2012-03-29,-1.59,-5.1,221.21,33.8,22.7,3096.73,-0.09,-0.11,117.89,117.94,952.52,952.43,725.52,297.76,984.26,299.12,5760.0,61.13,1.0,0.0,4.123,0.9702,0.2425,4.754,5.914,8.184,2.404,1.2795479387789768,0.3738144883790129,34.818731187228295,2012,3
2012-03-30,-1.95,-5.87,201.8,35.7,25.3,2390.28,-11.5,-3.24,138.74,138.51,862.07,926.12,1805.11,296.24,956.51,300.04,5774.0,55.53,1.0,0.0,4.5,-0.0,1.0,5.033,10.871,14.994,4.276,0.5273706306167462,13.79650157367057,5.2659800491119295,2012,3
2012-04-01,-1.25,-6.53,205.61,36.2,24.1,3613.42,0.0,0.0,123.23,123.08,962.11,964.34,357.29,297.84,971.45,300.33,5780.0,58.6,0.866,-0.5,1.772,0.2822,0.9594,2.693,7.655,8.905,0.8,3.589612881876921,5.585074060192353,17.97965137596554,2012,4
2012-04-02,1.63,0.17,163.99,34.7,24.7,3.07,-295.75,-238.47,519.53,499.68,542.61,550.81,1.25,291.01,916.3,298.4,5767.0,48.92,0.866,-0.5,4.41,0.9977,-0.068,3.087,13.223,13.061,7.335,7.539552445941275,0.12380632818788195,2.9510417963266105,2012,4
2012-04-03,1.62,-1.62,183.8,31.5,23.3,285.98,-50.81,-33.62,239.29,238.76,775.53,853.51,206.55,292.38,918.99,299.54,5757.0,51.67,0.866,-0.5,0.316,-0.3165,0.9493,3.114,10.236,10.502,10.878,0.8860095992999404,0.0,3.309625067920336,2012,4
2012-04-04,-1.28,-3.16,215.19,36.4,23.7,937.26,-25.22,-20.73,173.68,173.56,869.16,884.08,92.65,294.22,944.58,299.06,5763.0,56.71,0.866,-0.5,2.983,0.771,0.6369,7.603,6.307,7.611,10.474,14.833395973934632,0.0,0.0,2012,4
2012-04-06,-1.45,-3.68,221.99,34.2,24.7,1404.5,-47.75,-38.24,148.24,148.15,826.97,846.02,452.1,294.65,940.46,299.88,5774.0,58.39,0.866,-0.5,4.317,0.9729,-0.2316,5.547,4.5,5.467,4.528,6.728227661750168,2.640226400545031,6.311048186421403,2012,4
2012-04-07,-3.32,-6.27,231.4,41.6,25.1,3143.72,0.0,0.0,128.78,128.76,977.01,976.38,752.11,297.81,982.56,299.32,5774.0,68.69,0.866,-0.5,4.111,0.9487,-0.3162,7.06,1.789,5.523,4.401,21.543819376669955,5.521290941518229,11.260167973822567,2012,4
2012-04-08,-0.67,-2.55,221.39,33.4,24.7,826.71,-103.82,-85.59,171.5,170.39,774.86,802.23,84.82,295.06,970.85,297.6,5777.0,57.19,0.866,-0.5,6.912,0.9693,-0.246,5.797,1.749,8.602,9.625,0.0,0.0,0.0,2012,4
2012-04-09,-0.3,-5.06,223.62,36.2,24.3,2042.08,-1.6,-1.24,126.58,126.51,935.99,938.1,166.72,296.02,961.0,299.42,5761.0,55.85,0.866,-0.5,8.649,0.9828,-0.185,6.433,3.847,9.362,4.36,0.0,0.0,0.0,2012,4
2012-04-10,1.18,-4.24,197.2,36.4,24.9,1834.9,-22.14,-5.72,131.97,131.91,809.39,890.36,166.23,295.61,957.05,299.36,5764.0,55.89,0.866,-0.5,5.787,0.985,-0.1728,5.036,2.828,5.597,0.64,2.5296710500246977,0.0,12.108840516199734,2012,4
2012-04-11,-1.17,-2.8,207.8,36.5,24.9,676.81,-100.19,-69.86,186.54,185.63,722.07,753.62,407.45,294.37,954.69,298.32,5766.0,57.41,0.866,-0.5,2.973,0.6727,-0.74,2.377,5.841,2.884,4.1,0.36748738931456615,2.137853497647208,3.187577950763071,2012,4
2012-04-20,-0.85,-3.49,232.98,37.2,22.5,2139.19,0.0,0.0,131.72,131.56,954.77,961.82,102.55,297.1,976.47,299.15,5789.0,62.03,0.866,-0.5,1.838,-0.7073,-0.7073,2.47,5.162,6.419,5.001,13.0028714509758,2.354583375152831,4.604599787232647,2012,4
2012-04-25,-3.25,-7.13,243.61,40.0,24.7,3369.47,-0.62,-0.12,118.92,119.0,944.48,951.81,3677.16,297.91,969.82,300.55,5794.0,65.28,0.866,-0.5,6.172,-0.7615,0.6481,0.894,13.146,18.035,12.872,10.632998807743418,0.5491701249324086,2.6500680064495294,2012,4
2012-04-28,-0.71,-4.42,220.98,38.7,21.7,2648.61,0.0,0.0,108.74,108.46,979.22,978.93,1579.75,297.54,979.35,299.32,5781.0,68.8,0.866,-0.5,4.02,-0.995,-0.0995,0.224,5.201,8.864,4.08,4.363199118514345,29.235957540784902,13.758191782404271,2012,4
2012-05-01,-0.46,-4.64,207.59,33.3,24.5,1778.75,-2.58,-0.52,129.43,129.21,922.4,931.76,1029.09,295.28,934.03,301.1,5791.0,56.48,0.5,-0.866,3.324,-0.9326,0.361,0.361,11.111,14.217,2.256,1.6975055514212516,5.997497151361737,7.643058950315176,2012,5
2012-05-03,0.2,-3.99,215.6,33.7,23.9,1359.41,-10.91,-4.03,142.8,142.63,887.82,912.01,56.02,294.58,930.09,300.76,5778.0,56.31,0.5,-0.866,9.725,-0.9974,0.072,5.882,4.465,13.52,9.727,6.544940245568905,0.7782056233421388,1.2409621813731975,2012,5
2012-05-04,-0.47,-4.45,251.41,34.8,23.1,2079.1,-1.48,-0.72,119.95,119.44,932.59,936.56,144.46,295.69,941.61,300.83,5787.0,61.46,0.5,-0.866,9.319,-0.998,-0.0644,8.814,7.169,14.583,4.02,6.63829943541679,0.9450355758189056,19.608679713256826,2012,5
2012-05-06,2.1,-3.35,250.22,26.5,20.9,1842.02,-2.15,-0.0,133.19,132.56,908.41,925.77,75.65,295.38,938.33,300.82,5786.0,51.86,0.5,-0.866,14.773,-0.9748,-0.2234,14.746,11.755,26.446,5.763,12.911835066497755,7.993807980462144,6.755645933227765,2012,5
2012-05-07,-3.2,-4.12,270.39,40.1,24.1,1071.05,-21.64,-25.8,153.97,153.93,878.27,877.95,17.28,296.0,980.36,297.71,5777.0,68.07,0.5,-0.866,6.538,-0.9942,-0.1071,4.522,7.125,13.6,2.55,1.7771442003764926,50.32746123406968,3.2345558233435145,2012,5
2012-05-08,-1.88,-5.57,249.81,35.3,23.7,2358.98,-9.93,-6.01,127.82,127.81,904.39,915.63,37.94,295.81,939.05,301.19,5776.0,59.93,0.5,-0.866,5.459,-0.9892,-0.1465,6.203,10.018,15.286,3.256,11.09267101984165,4.112969639607174,6.288793285322495,2012,5
2012-05-09,4.56,-1.65,163.01,25.5,23.5,436.1,-32.45,-6.62,216.21,215.47,787.72,890.01,705.9,292.64,909.01,300.74,5767.0,45.32,0.5,-0.866,4.649,-0.9464,-0.3227,3.536,12.952,17.066,2.404,0.0,0.0,0.0,2012,5
2012-05-10,0.98,-3.23,201.99,27.3,23.3,1293.36,-19.12,-10.26,155.7,155.54,868.77,890.05,130.68,294.75,940.81,299.94,5774.0,55.1,0.5,-0.866,3.4,-1.0,-0.0,5.508,18.221,21.602,1.965,0.0,0.0,0.0,2012,5
2012-05-11,-0.54,-6.34,220.81,37.5,24.1,3682.74,0.0,0.0,120.31,120.3,971.25,971.25,3154.89,298.1,971.25,300.6,5790.0,62.52,0.5,-0.866,4.562,-0.4384,0.8987,2.879,15.882,18.856,2.081,0.5210948858283789,6.161372095111865,12.344100440785384,2012,5
2012-05-12,0.97,-0.47,198.39,29.6,23.9,46.33,-165.74,-116.63,363.7,362.68,641.9,680.17,12.04,292.4,925.03,299.0,5777.0,48.62,0.5,-0.866,6.198,-0.9842,0.1775,5.442,11.413,17.608,5.842,1.0945378394960545,0.0,0.0,2012,5
2012-05-14,-3.16,-7.33,258.0,38.5,24.3,3999.92,0.0,0.0,106.36,106.31,961.57,962.54,229.81,297.92,962.54,301.2,5789.0,62.75,0.5,-0.866,9.513,-0.9986,0.0526,9.339,15.24,24.707,4.211,0.9960513486308771,4.653907596012305,24.705167470525343,2012,5
2012-05-17,-2.27,-5.9,266.01,39.0,24.1,2181.79,-0.03,0.0,121.15,121.03,950.93,951.91,340.0,296.36,951.91,300.57,5767.0,64.2,0.5,-0.866,8.21,-0.9988,-0.0487,7.554,9.451,17.175,2.377,6.4049739803397285,4.3590235755148665,1.799965889496927,2012,5
2012-05-19,1.38,-3.54,208.59,25.3,23.5,1416.41,-19.96,-11.1,148.58,148.44,870.83,896.37,126.99,295.2,937.22,300.73,5794.0,51.81,0.5,-0.866,8.798,-0.8525,-0.5228,7.066,16.41,24.672,2.159,15.506269412653316,7.531206562827779,0.0,2012,5
2012-05-21,-3.29,-6.45,251.4,37.8,23.7,3314.97,0.0,0.0,112.73,112.59,969.31,969.14,1612.14,298.32,979.23,300.13,5779.0,63.38,0.5,-0.866,5.255,-0.9324,-0.3616,3.606,18.851,23.404,6.592,8.780919831882171,5.7782292479095085,14.409456495554256,2012,5
2012-05-22,0.4,-3.92,246.99,35.1,20.7,2654.3,-0.84,-0.35,122.01,121.59,945.21,949.38,509.85,297.23,957.89,300.93,5783.0,61.8,0.5,-0.866,6.862,-0.9472,-0.3206,4.072,10.261,16.5,10.183,2.268562146819586,16.48847017868989,8.133377597154773,2012,5
